,Text,Sentiment
1994,AAP Volume is ABSENT... Soon the numbers will be negatives...,0
1995,AAP Drop !,0
1996,JOY anticipate the bear flag break  ,0
1997,FS intraday break !!,1
1998,DE higher bid offering coming? look at all the recent action on the April 14 calls per Najarian? PPS above 13.50 here???,1
1999,PCP Earnings today.  Stock up 5%,1
2000,OC  more weakness here and it might hit a dime under 34.,0
2001,"Never got in SFY, but they are taking the right steps by focusing on distributing digital content and not the physical. Congrats to owners",1
2002,BAC ooking good for Tomorrow we could go over 12.20 imo ! Healthy pullback today with volume.,1
2003,AAP 500 lot bid in the  Feb 440P at 3.00 could create resistance or a temporary sell off,0
2004,AAP Covered to not Pay dividend will short again Tomorrow !,0
2005,user: AAP Cover your Shorts unless you want to pay the dividend. >>>Done and will reshort tomorrow !,0
2006,SEV next stop 8,1
2007,Tomorrow the stock Should Gap down of Average 10.60 which is the dividend of AAP,0
2008,solid day of trading. Mrkt may be flat SPY DIA but there was still lots of profit to be made and was. Nothing not on watchlist NFX DVA,1
2009,user: user AAP still holding your short from 451.50? No it cost me 300 overnight to keep will short again in premarket.,0
2010,GMC headed to 37 Bombs AWAY....,0
2011,GMC Weekly dead cat retrace done on NO volume - Bagholders will bail en masse,0
2012,SWHC yes! close over 9.,1
2013,GMC ICE is at 37... Short away.,0
2014,GMC 37 No Brainer - FEE CASH - Sell MOTIME - SOTP,0
2015,TBI  Another staffing co. breaks out   ,1
2016,GNC  generators running hot   ,1
2017,Market Wrap Video + Additions to Watch ist  including: AMSC KBH MHK TW TTMI,1
2018,Prudential liquidates CM stake... 1st ones off ship get lifeboats  ,0
2019,"Key levels, confirming the expectation on: BBY DNDN BAS GD These and other set ups...  DIA QQQ SPX T",1
2020,P poised. Needs over 11.90.  ,1
2021,"In it's own secular #bull market COO #The Cooper Companies, Inc. Bull Flag Daily included #dogs  ",1
2022,"M Consolidating here, heavy volume inverted hammer candle, we should see a nice green bar up tom, unless all buyers exhausted from today.",1
2023,ABT Bullish /T Setup - Breaking from a 14 year base:  ,1
2024," ES,EC,JNK,DAX  Is the S&P diverging from other key mkts? The canaries?  ",0
2025,P has pulled back to its trend line and looks to be setting up for another upside move. es 11.90  ,1
2026,Only a rise towards 480 can confirm the new bottom of AAP  ,1
2027,user: BBY upgrade2 outperf vs mktperform  WFC; raise PT from 11-13 to 19-20/  More royalties on surging BB10 sales,1
2028,yhoo is like a PE VC w a biz.. holds big position in yahoo japan which is up 32.5% YTD (helps balance sheet).. also a position in alibaba.,1
2029,APP catalyst: 1. efi 2. Deals with WMT TGT  A NKE (possible) 3. 100s new stores globally,1
2030,F headed for 12,1
2031,KSS ong Setup (Solid SSS this morning should trigger the gap):  ,1
2032,I estimate WMT will buy 1/2 bil of Made in SA clothing per year for next 10 yrs. APP is only massive scale plant left in SA,1
2033,user: Sour Apple. Einhorn not happy with AAP. This should be fun. POXY FIGHT!,1
2034,GMC 37 next target on Bailing VOME in next week.,0
2035,MS Morgan Stanley Is Nearing Our Medium Term Target  ,1
2036,BBY - The new AAP as Apple bleeds on the No Jobs report. Target 55,1
2037,You know you are doing something right when you are the comparison benchmark. AMZN,1
2038,user: BAC 11.97 no longer a problem!,1
2039,C  breakout watch above 43.4  ,1
2040,GEO  looks good above 33.10  ,1
2041,AAP looking like a nice short off 460,0
2042,user: EXC = undervalued here.  Where is the yield support!?,1
2043,"MCP Breaking out of it's base, above the 8.04 mark. Next key level, 8.12. MACD, Slow Stochastic, SI now showing some very good strength.",1
2044,"SCM Very very slow, some holders should start selling off real soon IMO",0
2045,GOOG(long if beats 778.71. Stop loss 773.91) & YHOO(long iafter beating 20.27. Stoploss 20.16) fit well the advertidsing deal,1
2046,AMZN nibbled a few short   ,0
2047,C_F SO Scratching my Head how OI goes P in a shale OI GT and refiner VO profits are P 20X. Do we feel Screwed?,1
2048,AAP On next pop if I'm out of other trades I will short for a quick trade.,0
2049,AMZN breaking below 50-day MA,0
2050,"user: Einhorn sounds like a trapped long to me, didn't care about preferred stock last year AAP",0
2051,Price is what you pay. Value is what you get.? Those words never have been so true as in the case of NOV -  ,1
2052,O orillard option trader buys 5k Puts betting on a 15% down move. A bad earnings omen?   ,0
2053,Scaling some AMZN puts 02/15 puts bot at 1.2 at 2.50,0
2054,APP added 1.49 risk of bankruptcy abating. Not out of the woods yet. More work remains. Adding if thesis benchmark met. American Apparel,1
2055,ACX No negatives here.  Just an algo bringing it down.  Here's a chance to get stock cheap. BBH XV,1
2056,BBY Headed back to 5 on over saturated Cell Phone Market - That GOOG will own as next mobile Microsoft OS.,0
2057,For once the market is making fresh lows and AAP is hold firm.,1
2058,BYD moving up on big down day,1
2059,"CST Coinstar option trader buys 5,700 Feb call spreads betting on good earnings  ",1
2060,CEE goes back above 44.00 all over that short again - I think I can make 10 points in a week on this one,0
2061,"AAP Still looks like its in trouble to me, no sign of a low, so remaining bearish #elliottwave  ",0
2062,MED to 21? Volume picking up..,0
2063,SETPS some small some big a variety to watch - TZYM .56 JAG .75 C 1.23 AV 1.29 IDIX 4.85 MCP 7.75 MO 34.37 KO 38.75 HF 36.75,1
2064,OMX another bricks and mortar dinosaur falling to online retailing> Details here  ,0
2065,SWHC now we need that volume,1
2066,CEE short entry here 44.36,0
2067,DGIT long for 10 crack at 9.97,1
2068,"Green Weekly Triangle on CB,....pdating  ",0
2069,CDX long 7.72,1
2070,SWY - made some sales 20.30 - 20.60,1
2071,Diving in... (considering schwab on pullbacks) Thursday links: spin-off successes   via user DE SCHW,1
2072,DECK about to give some major loving?,1
2073,user StockTiger Currently long HA  ,1
2074,JET entry 8.94 stop 8.2  ,1
2075,DOV  Nov eport  Feb early release earnings next month has made major strides  CAB TA,1
2076,GOOG it's acting really good despite the choppy tape.,1
2077,ZAGG Coming off the bottom with the Grandma pattern.  ,1
2078,BAC really wants to get BACK to retest its old HIGHS.,1
2079,MTX attacking multi year highs - entry 14.94 stop 14.00  ,1
2080,GNTX Swing Trade Quick Pick: Gentex Corp (GNTX) |   ,1
2081,AAP need 465 to be taken & no looking back if this is for real,1
2082,AAP Volume Fade away... like as usual !,0
2083,"user: That was the hardest,  10 rally in AAP history, like an old man climbing stairs. .~ He still got it up!",1
2084,AAP Short  468.44 on NO NEWS and no sustain in volume !,0
2085,"Green Weekly Triangle on ESSX,....updating  ",0
2086,Don't get me wrong buying into earnings was a mistake  what I read over 2billion in evenues nothing to scuff  CST,1
2087,"S. Jobs was Keeping Money to innovate and buy New Tech, since AAP no longer innovate why keep  !",0
2088,Schwing! bingo NKD can I please sell my Feb 8 115 Call that I bot earlier for 10.50 NOW!!! #GamblingAddict,1
2089,In order to grow u need to SPEND MONEY aka INVEST in the future. At 10x earnings CST is a steal and shorts will cover over time BuyTheDips,1
2090,my NKD estimate was based on linear extrapolation. Beating my estimates means they are actually accelerating growth,1
2091,user also CST is better NFX b/c streaming movies is 4 suckers. The movie clarity is awful. The movies skip b/c int connections.,1
2092,user just saying ED BOX is not the future why? CST considering the growth of the company over the yrs. and valuation is cheap,1
2093,user That's what happened last time CST missed. Opened down big the following day then a massive short squeeze and closed +5%.,1
2094,I guess I'm old fashioned I own over 500 DVDs & love Blue ay. ntil streaming can improve clarity and no skipping I'm stickin to DVDs CST,1
2095,MSG - beautiful to see all these highs  ,1
2096,user ProfitsBoy CST sticking2 buying over 250million in stk there unit cost is 49.90. Also cash flow 200mil. & Costs go down,1
2097,user: This CST report is goofy Acquistion costs were factor citing lower rev aka same store sales from dispensers acquired NC Corp,1
2098,"ed Weekly Triangle on FNFG,......pdating  ",1
2099,user: AAP typical pump dump today will talk about later tonight via video,0
2100,Absolutely Delicious CPB #Campbell's Soup SPX SPY #Fortune 500  ,1
2101,APP Compare the squared areas. Aren't they look similar?  ,1
2102,CECO breaks above its downtrend / triangle pattern.   ,1
2103,"user: Fascinating email chain between user and Einhorn debating the merits of AAP preferreds,  ",1
2104,CST bot 51.40 I will hv to be patient IMO CST moving in right direction. Don't underestimate loss of Sat Mail too. 250mil buyback 10 p/e,1
2105,time to return to Apple.  aapl record 23 billion operational cash flow quarter!   ,1
2106,"TWI added to Small Cap 600; 24% short int; cheap valuation, though growth via acquisitions E 2/25  ",1
2107,BBY Pulls an AMZN  ,1
2108,AAP Beautiful Bull Trap !,0
2109,James D. White: Jamba: A Juicy Turnaround on Vimeo  1hr video from 2010 JMBA .. this is great stuff,1
2110,AAP No Volume + No Conviction = Bearish,0
2111,added again to CST 48.84,1
2112,lnkd pulled a nflx topping out so far at 146. day is still young so watch this pull back,1
2113,user mention the lower same store sales in CST well I guess him & Mellisa ee Didn't Factor in the NV Acquisitions. Do ur DD ppl,1
2114,TW from watch list needs a volume boost - now at 2% - but watch as close to top   ,1
2115,TTMI on watch list as a continuation trade and it is   ,1
2116,OSG BIO MTS DYNT WYY all off watchlist DOV next to 5 this baby is in its prime.,1
2117,AAP Volume Fade fast !,0
2118,CST nice intraday base here could see a pop here after 10:30 short covering on into the wknd. Valuation cheap. Biz model on track its a GO,1
2119,CST as we close in on hod this one should get perky MY GESS WE COSE OVE 50day maybe even up on the day #TIMESTAMP goin out on a limb,1
2120,INT #1 on SMB adar weak today,0
2121,CST mentioned this level building base here over 48 next stop 49 repeats over that. ADDE P intraday to over 50day watch 50.13 HIT TODAY,1
2122,AAP Confirming nicely here above the 20 day of 473.12   ,1
2123,"DNDN breaking out 6.74, CMGO looking VEY bullish",1
2124,Mining & related stocks showing weak relative strength versus ESD & ES_F last few weeks. FCX NEM A GG GD SV CF MCP ACI,0
2125,DNDN Confirming nicely (continuation) above 6.57 Also like AAP (breaking out above the 20 day)Others I like today:   ,1
2126,AAP Europe now closed now lets BAST OFF!,1
2127,user: AAP Highlighted Major esistance Areas To Watch . .   ,0
2128,NFX: Time for a Major Correction?  ,0
2129,MGM - already at average volume for the day and trying to get separation from resistance  ,1
2130,"ANGI ripping, lots to go",1
2131,user: AAP  what is the cash pile per share worth ? anyone know ? ~ 140/ share is CASH (give or take),1
2132,user: AAP recent trip to Thailand...even the taxi drivers have iphones ! ~~ wait till they get into China!,1
2133,user: Great rotation..  Grasso confirming what I have been saying here for a while; Money coming out of AMZN and buying AAP,1
2134,"MDSO - ong  27.51. Trailing Stop  38.58 from 10 prior Stops of 37.67, 37.11, 37.00 ... 27.51, 25.15 and 22.79 -  ",1
2135,FB I do wonder if the same shorts in FB today were in NKD last year at 80. They seem to be making the same argument. QQQ XK,1
2136,HG is breaking out ahead of an expected earnings beat  ,1
2137,AAP Who really want a broken stock ? nless you have kept over E & Being Trapped !,0
2138,OPK low of the day was 6.08. arge candle wick growing downward. MACD divergence downward. Stochastic downward divergence. SI downward.,0
2139,NFX is planking,1
2140,Where I stand on SBX...  ,1
2141,Jeff eeves and Charles Sizemore Discuss inkedIn Earnings on The Slant   NKD FB AMZN MWW,0
2142,Added more shares of ACTV,1
2143,"MHP McGraw-Hill Companies is having a huge sell off because of the rating agency, Fitch, has cut their ratings.  ",0
2144,DNDN Good place to lock in (some) profit at  7.20  p 20% since alert at 6.00 from Feb. 4th   ,1
2145,DECK  lets squeeze!!   40% short!,1
2146,"Brandon !!  ACTV should break into the 6s very soon... nice breakout , just needs a little more volume !!",1
2147,"user About G, it is in a sidelines mode, that is no a good trend, I am seeing 2.22",0
2148,VNG I swear never seen such terrible reporting on one stock ever in my life > The Cuban news is not negative lol,1
2149,AAP See   Flash Crash  3.58pm ;-),0
2150,user: AAP...IMHO...will be sell the news..sorry if  I offend anyone...G warriors,0
2151,AAP Selling begin First Wave of Dumping.,0
2152,AAP Flash Dump Begin ????,0
2153,GOOG IGV #Google #Software firing on all 3 cylinders compq NDX  ,1
2154,"closed my DDD Feb 60P/60C/65C bull / here for +8, roll to StO Feb 70 puts  4, I'll take the shares, the premium, or some of both",1
2155,SCHW - adding to long,1
2156,PO Swing Trade Quick Pick: Polyone Corp PO |  ,1
2157,"STO Mar 425 put  +1.98, STO Mar 465 put  +10.75,  BTO Mar 475 call  -17.65, BTO Apr 480 call  -21.65. AAP will fill gap to 500. =^.^=",1
2158,AAP Dump in progress by Fund Managers 25% Done.....,0
2159,Stop on AAP is 475.7 hard stop risking .30 to make 3-4 pts,1
2160,AAP Flash Dump in progress 35% Done Be patient or press Escspe !,0
2161,AAP Dump by  Einhorn in progress 40% Done Be patient....,0
2162,"STO March 465 puts in AAP  credit of 10.70. If put to me, I buy shares  net cost 435.25. If not, I keep 1,070. Win/Win. =^.^=",1
2163,solid day with MGM AAP SBX leading the way for me. Out 1/2 MGM and 1/2 AAP (added a little after selling 2/3 in AM),1
2164,"user we should see again 1.35, and after that my exit 1.43 CSN",1
2165,Damodaran on AAP: getting a pretty good business for the price and worth about 600  ,1
2166,user: GOOG Eric Schmidt to sell roughly 42 percent of stake  ,0
2167,"ed Weekly Triangle on HEK,....Scaling p  ",1
2168,"Green Weekly & Monthly Triangle on ISIS,....Scaling Down  ",0
2169,DT appears 2 b hammering out a bottom here at its 50 DMA. Solid EPS/sales growth+ low P/E ratio = possible earnings winner. Earnings 2/27,1
2170,I just legged into GOOG  780! Why? Sergey & arry aren't selling any of their shares...and Eric's keeping a few. :-) ,1
2171,Yes I saw a great opportunity when it dropped to 17 as you can tell from my twits user: user are you still long CHK ?,1
2172,Brutal declines on SD will create a buying opportunity soon. user: user  like SD or XCO for a trade or T hold?,1
2173,Buying op in this range IMO user: user You still long in COP Are you a buyer today,1
2174,"54 Short Ideas to prepare for the next correction,  BID COX SV GD FXE PB WTW HF FCX CF MNST #Prepare",0
2175,PEIX gets volume Monday it could go thru tops and set new highs over .50+,1
2176,Acting well above 26.19 flat base trigger b/o from 1/9. ooking for a retest of 50day SMA at 26 PFE  ,1
2177,One of Buffet's favorite banks. Cup with handle trigger of 105.02 MTB  ,1
2178,"MCBC long 4.36, healthy pullback into sweet zone, between upper bolly & 20SMA, hammer today a plus  ",1
2179,"PXC long 10.87, like to base a few more days but ready if it pops  ",1
2180,AA - really liking the scale in entry here - limited downside nice upside,1
2181,A little more of the write up on ZNGA is available at  ,1
2182,STX - high call vol. 12.71% short Check WDC as well. STX better hard drives. always rumor buyout  ,1
2183,DNDN breaking swing High.Volume looks good.   ,1
2184,Week 6 - #13for2013 DDD DNKN FT INVN KOS NKD MOV NTSP AX SCCO SCA SSYS V  ,1
2185,#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend NKD INVN DDD FT MOV SCA KOS DNKN SCCO,1
2186,Market Wrap Video DJIA SPX TX + Additions to Watch ist  including: AGNC ANY FS HP OST SQNM,1
2187,MBS The long awaited break of its 200-day EMA is just one step away. Watching for 5.68 breakout.  ,1
2188,PEIX Bullish volume pattern. ike it on a close over .43  ,1
2189,YHOO ong play. Watching over 20.88 for movements.   ,1
2190,FS  Over 158.00 or 158.63  ,1
2191,SQNM a Continuation - wil take it over the top Bollinger band  ,1
2192,MSFT Waiting for break out of bull flag+horizontal channel   ,1
2193,"Commentary on AGNC. DDD. ZNGA, HX, AGNC, BSX, VT  ",1
2194,"Going long msft tomorrow, I think 30 is written all over this one ex div is also coming up.",1
2195,"Morgan Stanley Initiates Coverage on HCA at Overweight,announces 47.00 PT.Breakout watch over 39.6  ",1
2196,"Feeling good this morning about AO after Friday... Technicals still holding up, and fundamentals are coming around!",1
2197,"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)  ",0
2198,"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)   ",0
2199,"ADBE SHOT! will see around 17 - 20 very soon, 39 is to much for adbe, thanks and have a good day.",0
2200,"Today is the very important DAY 3,we haven't closed green for 3 days in a row since Sept.Very bullish short term if this happens AAP",1
2201,DDD and SODA look interesting but will wait until after earnings release,1
2202,AAP Next big  (little) thing... iwatch  ,1
2203,MSI SHOT! will see the price around 32 - 34 very soon 1-2 months. Becefull. Have a nice day,0
2204,From Yesterday- 'NEW Blog Post: Watchlist for the Week'  IWM SPY AAP SBX AXP CSX X ,1
2205,CSX getting the Barron's bounce. At resistance. Wouldn't pull trigger till break of recent highs  ,1
2206,ed Monthly Triangle on CSN closed at 1.46,1
2207,ADM holding on nicely,1
2208,AMZN back to shorting a few - clearing 50 day ma.  ,0
2209,DNKN clearing back about this resistance area - worth eyeing  ,1
2210,"GS continues to trend higher, a solid run since Dec.  ",1
2211,BAC holding up well - could see much higher prices by year end.  ,1
2212,A couple biotech stocks that are setting up well in various time frames: JAZZ PCYC,1
2213,"AAP resistance near 500-bearish below 555, targets at 420 and 350  ",0
2214,AAP bounced back to the trendline. Should it break above? I still short here,0
2215,ZNGA suddenly jumped to 3.61,1
2216,BKS remember that one? - low volatility pointed out couple weeks ago. Forgot to check. Next. :)  ,1
2217,"annoyed with BBG steadily going up, i want to grab more",1
2218,OVTI maybe today is the day for a breakout over 16.  ,1
2219,I think its a great level to long TIVO after its pullback from 13.5 to 13.0,1
2220,ZNGA continuing rally,1
2221,GMX -10% ouch,0
2222,SHD Sure is wound tight here:  ,1
2223,SB WFC Broke trend line Ho hum CA,1
2224,doesn't seem to be much talk on financials today. GS XF new highs ,1
2225,WMT want more march calls,1
2226,keep an eye on IDA presentation bout postive drug results at a conf 3pm in NYC today on watch for volume to come in,1
2227,CST about to go ed to GEEN watch break of 50day by wks end time to rock and roll baby,1
2228,"DPZ a five bagger in pizza, no carbs, if you own domino's stock since 2010...' the markets are magical '",1
2229,FS Nice Breakout w volume. Next resistance lies at 33.38  ,1
2230,"Green Weekly & Monthly Triangle on ESSX,.....Net Profit  18,664.75 (6.81%)  ",1
2231,AAP is having a great day! I think we've seen the bottom.,1
2232,Currently holding ANA DVAX ENDP FB GAE NKD WCX,1
2233,NKD a strong follow thru day on volume - exactly what you want to see for confirmation  ,1
2234,we have a joke abt how often it seems JEF is wrong when they make a reco or PT change the day b4 a co reports: raised PT on KOS...#uhoh,1
2235,TEK long 1.65,1
2236,"Green Weekly Triangle on MNK,....Open ong position at 3.17,...Opening both ong and Short   ",1
2237,"Green Weekly Triangle on MNK,....Open Short position at 3.17,...Opening both ong and Short   ",1
2238,ZNGA BYD MGM These ready to sell yet on the NJ online gambling bill that will fail?,0
2239,NVDA Wants to breakout.12.69 is short-term resistance.   ,1
2240,"EXP watch this consolidation, a volatility squeeze seems eminent. eady for next move up   ",1
2241,GMX -13%,0
2242,PCS - shhhhh,1
2243,P is breaking out.  ,1
2244,is this a potential h&s on  with neckline 65ish?  ,0
2245,EAP abouve 6 again - lining up to break out,1
2246,hmmm user: TSA user coming after NYT writer. Elon says vehicle log shows he took long detour.  WOW,1
2247,AAP Crack nder 480 !!!,0
2248,AAP Sell Off !!!  Somebody Know Something and Dump ?,0
2249,M Settling in with 27.40.   ,1
2250,"Green Weekly Triangle on PBY,....Scaling p  ",0
2251,"AN doing what it needed to today, bouncing at support  ",1
2252,"GMC still sitting above key support, may test further but no damage done longer-term  ",1
2253,ast time AAP Dropped was when Tim Cook this was when Tim Cook spoke.... Hummmm !!!!,0
2254,GMX -18% any news ?,0
2255,MCO out the last 1/2 from this morning +1.00  30 min opening range,1
2256,"AAP setting up for a sell the news tomorrow on Cook speech.  He is no Jobs, market will be disappointed.  Iwatch?  Gimme a break.",0
2257,"user: AAP setting up for a sell the news tomorrow on Cook speech.  He is no Jobs, market will be disappointed. Iwatch? Gimme a break",0
2258,user: AAP is WEAK.. wants lower. Tmrw will be nasty folks. Sideline if ya long.. Bears taking over.,0
2259,AAP Made in SA = ess Profit for Shareholder and Share will drop on anticipation...,0
2260,user: AAP If TC announces bringing cash back to S>> Made in SA = ess Profit for Shareholders & Share will drop on anticipation...,0
2261,GOOG can break above the old 52 week high of 786.67 tomorrow. It gave us another green candle on the daily and weekly! What a beast!,1
2262,"INVN - Do I believe? Well, 111 tweets since 2012 says I do (tweets w/ InvenSense mentioned)  ",1
2263,esrx gap fill idea.. 56 looks big  ,1
2264," , ES,SPY, Ground Hog Week, distribution at highs..  ",0
2265,OMEX Odyssey's ecord Breaking ecovery to be Featured on Discovery Channel SIVE SH Premieres February 24 - 8 pmET  ,1
2266,EVC - so close to magic 2.00++++ - ready for a big volume day with great earnings due 3/7 Target 3.00,1
2267,", AMZN,,,Headed to lower weekly channel support at approx. 233??  ",0
2268,OCN Over 41.50  ,1
2269,Momentum Monday Post - thick and deep but dont chase ....NKD NFX TSA  ,1
2270,FOS  bullish engulfing.,1
2271,OVTI If it clears the 16.03 resist the move may be powerful.Breakout candidate! nder accumulation  ,1
2272,expect NFX to trade higher on Dish founders positive comments about NFX.  Basically calls them game changer.  ,1
2273,FOS worth eyeing - earnings coming out so could move either way  ,1
2274,"Watch SZYM, nice base, working a bull flag, could get legs to the 200 day ma around 10.30 on b/o  ",1
2275,NX will be watching this week for higher prices   ,1
2276,user: SHD  could be getting ready for a move to the 200 day   ,1
2277,"NFX Held the 10 day ma like a champ yesterday, lets see if it can squeeze some more shorts   ",1
2278,T user INVN ..lots of bullish technical discussions tonight. Fundamentals have always suggested a higher price.,1
2279,V can only appreciate!!!!!,1
2280,INVN last one...watch for the breakout...good luck today   ,1
2281,AMZN looking to add to short position on any bounce  ,0
2282,"NIS sold stocks at 2.24, now we are at 2,15. We will come back P soon. Patience my friends. I'm ONG",1
2283,"MEA sell stocks at 1,3 we wait for it lower",0
2284,MITK moving again,1
2285,COX continues the pattern - tension building as it creeps up,1
2286,FS obama speech tonight moving it on up in channel - squeeze continues,1
2287,GAE 2 & 3 calls waking up,1
2288,BAC  Out  12.06 waiting for a pullback to comeback 3K profit   :),1
2289,XXIA on watch list with 21% ave full day volume close to line  ,1
2290,JOE successful test of that 22-23 support I highlighted last week   ,1
2291,AAP Cover my Short B4 Conference !,0
2292,EC nice set up,1
2293,YGE opening range is in. Feet up. FS JASO X and BD similar trades.   ,1
2294,AAP back to yday opening range high - support bounce   ,1
2295,Cook should inquire as to how many indictments Goldman has faced every time he is asked for numbers...walk off the stage  gs aapl,1
2296,OPXA taking some here long small stop,1
2297,"Green Weekly Triangle on HEO,.....Open Today Scaling  ",0
2298,"Green Weekly Triangle on HEO,.....Second Scaling  ",0
2299,"NW - ong  19.75. Trailing Stop  21.08 from 6 prior Stops of 21.06, 20.26, 19.93, 19.75, 18.95 and 18.15:  ",1
2300,"Green Weekly Triangle on HEO,.....Third Scaling and Closed  ",0
2301,AXP new multi-yr highs,1
2302,P breaking out after expanding from Shark Pattern yesterday  ,1
2303,"Green Weekly Triangle on HEO,....Net Profit  30,990.00 (3.08%)  ",0
2304,FS - daily   ,1
2305,NIHD  Gap and go? (likely)  Also liking the action today on:  WT CM  Others:   Also bullish:  DIA QQQ SPX T,1
2306,"AAP like I said yesterday, APPE is a broken stocks and TC is not the right CEO for the company. Still SHOT.",0
2307,AAP when I got lot of hate mails yesterday after saying SHOT apple I realized my short was definitely going to work today.,0
2308,"GOOG has been trading like a leader, ride it until it stops.",1
2309,"AAP enjoying some really nice gains right now from my SHOT. Next stop 465, if that does not hold I expect APPE to make a new 52OW soon.",0
2310,"Based on historical research about GS upgrades/downgrades, K is a short right now after being upgraded from Sell to Neutral. Sell signal.",0
2311,ike it or Not AAP will fill the gap B4  will see 500.00 IMO,0
2312,NEW POST: AMZN Is Still in the Grasp of Corrective Forces  ,0
2313,CTIC long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - GAE hot too at new hod,1
2314,long AAP 470.10 holla,1
2315,Price Match is a reputation destroyer since you can match price anytime with gr8 technology. Price Match = Friction. AMZN,1
2316,"ed Monthly Triangle on CSN,....Scaling",1
2317,AAP hit resistance yesterday and continues to roll over - holding short currently  ,0
2318,AAP 480 weekly uptrend support becoming new resistance and bear flag in the making   ,0
2319,NFX SI is sloping lower/MACD is about to cross down.Negative Divergence on Daily.Distribution ?  ,0
2320,"user: OCN trying to go, looking for follow-through I think the follow through is coming. This wants more",1
2321,AMZN clearing this rising trend line / support off 5 minute looking to add to short position   ,0
2322,PHM ready to go. I'll buy some even up here too along with user,1
2323,AMZN sharing a few trading insights POSTED VIDEO  ,0
2324,SPW new HOD,1
2325,VXY Added some AAP Mar Bull Straddle for EOD squeeze,0
2326,DISH Break out watch over 38.10  ,1
2327,SPW SunPower Corporation Option bulls make bet on 50% up move by June  ,1
2328,"BAC huge spike on AG 17 CAs just now. 10,000 contracts.",1
2329,"JBHT short right here, maybe write some MA70 calls if buyers show up before close today",0
2330,BAC breaking out I suggest you ONG some if we hold above 12.20 at the close.,1
2331,"SWI currently a loser for us but maintaining higher lows, would like to see more volume on upside  ",1
2332,BAC huge VOME spike in the last 10 min.,1
2333,OCN still looks good but need that volume to come back to truly power on from here  ,1
2334,BAC now that's what I call VOME!!!!,1
2335,"DHI: ong  14.39. Trailing Stop  20.50 from 11 Stops of 19.05, 17.90, 16.93, 15.93, 15.65, ... 13.39 and 12.39 -  ",1
2336,"V still taking a breather, still above first support, good place to add  ",1
2337,"JPM very efficient trend, love seeing these   ",1
2338,ZNGA Merrill upgraded this on 2/5 - just a retrace to base of breakout say 2.60,0
2339,BAC shorts better make a decision today... #OBAMA will give another push for continuation tomorrow.,1
2340,"NKD sure to be mutual fd PM's putting in limit orders and never getting filled, more to come  ",1
2341,just know your gut will betray you quite often in the trade em thing. even on CEG.,1
2342,DVAX Options Trade for Heplisav FDA Approval Decision  ,1
2343,TES moving stop up again and protecting profits on big gains  ,1
2344,"OABC - ong  16.55. Trailing Stop  23.59 from 10 prior Stops of 23.08, 22.80, 21.16, 20.18, ... 16.74, 15.90 & 15.25  ",1
2345,"PX - ong  11.40 - Trailing Stop  19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -  ",1
2346,Innovative Drugs May Win .S. Approval After Early Trials  good news for #biotech DVAX GAE GOVX,1
2347,Took two position overnight BAC and PHM,1
2348,CSOD Conf Call: CEO: feeling good about our position and good momentum coming out of last year,1
2349,VTS there we go!  A great end of day pop in the last 30 mins on 90k volume! ooking for a little bit more tomorrow -  ,1
2350,AX ptrend was exhausted and started to form a downward channel. Downward divergence in MACD. Strong support at 60.04. Great SHOT!,0
2351,BWD Wants to fill the gap which will be complete at 83.10. Higher highs and MACD and SI showing bullish signals.,1
2352,For the past 8 years GOOG booked an avg return of -6.5% during Jan to Mar option expiration. It has posted positive returns for 2/8 years,0
2353,For the past 8 years GOOG has posted a Best return: 10% Worst return: -28% during the Jan to Mar option expiration time frame,0
2354,"AAP, More like crapple as one student said today. Bearish with a move lower tomorrow. It's failing exactly where I thought it would.",0
2355,BAC Fiscal Cliff talk by President Tonight = Ouch !!!,0
2356,#vmware VMW where? here? there? best wishes dealing with this complex H&S  ,0
2357,AAP Mac manufactured un SA said Obama = ower Profit Margin !,0
2358,user: AAP How will smaller margins and higher wages and unions help apple?,0
2359,#hammer + #wedge worked out from last week Y HOV TO PHM ITB XHB etc  ,1
2360,user  AAP will make computers in S. The 1st line of tablets will be called the Pinto: They explodes if swiped from behind!,0
2361,BAC Obama is slowing the rally... Ouch !,0
2362,DHI  Back over 24.30 - high today was 24.66  ,1
2363,CMCSA Will gap open higher; No idea where 2 enter. Would love 2 get in at 40.28 but may not get it.  ,1
2364,PCYC Fresh long should be made only when the stock closes above 72 with an up candle.  ,1
2365,EBIX we're in a short term upward trend with the MACD positive/rising and w/ CMF rising nicely too  ,1
2366,"ANTH look interesting at this priced after OBIMED ADVISOS C bought 1,762,00 stocks on 01/25/2013",1
2367,DE #ONG if hold above 95.5. be aware of resist 97.5,1
2368,JPM increases target to 205 on NFX,1
2369,"WF EPS beats by .08 revenues up 42.8M - p 6% premarket, should have a nice run today after #POTS remarks last night!",1
2370,PPHM FIED 2.44 SOD 2.49 WI BY BACK AGAIN I WI TAKE .05 WHEN THEY IT QICK WE TADE THIS 10 TIMES TODAY FO NICKES GOT .50 EASY WAY,1
